公司,工作地區,職稱,start_time,end_time,最高學歷,一週工時,待遇,是否推薦此工作,內容
MOMO物流,桃園市,作業員╱包裝員,2001-01-21,2003-01-21,高職,40,160 / 日,不推,"【時間工作內容】
如果沒有強健的腳，不建議去，上班時間都在走，貓狗飼料比大包比重"
麥士音響器材行,桃園市,櫃檯人員,2002-01-21,2004-01-21,大學,40,"338,000 / 年",推,"【實際工作內容】
處理客人商品維修追進度、點歌機組裝及灌歌、訂單key in作帳、商品銷售

【公司 / 團隊文化】
老闆及老闆娘對待底下員工極好，與同事之間工作氣氛融洽，重視團隊合作

【薪資福利】
每年會有國內外旅遊及不定時員工聚餐"
上銀科技股份有限公司,臺中市,自動控制工程師,2004-01-21,2006-01-20,碩士,52,"55,000 / 月",不推,"【工作內容:】
      產線自動化大部分都是拿內部機台修改，面對問題沒有完整規劃，都是一台一台改完才在做整合等於沒有整合。

       

【工時狀況】
       非常愛加班問題是不知道加班目的為何?不加班你的考績就完蛋了，平均希望你能晚上八九點後走。

【薪資福利】
        考績沒有A你就沒機會了 B考績就...!你是新人就是要吃C然後看你會不會討人歡心才有機會拿B。
而且有特殊專利制度要你提專利，寫程式別進去原因因為軟體專利裡面人看不懂!!然後不懂程式它們
想法是硬體看的到成果 軟體寫萬行程式他們覺得看不懂!結案"
聯發科技股份有限公司,新竹市,資深工程師,2004-01-21,2006-01-20,碩士,46,"2,000,000 / 年",,"【工作內容】
底層driver開發, 負責部分coordinator工作"
映畫數位廣告有限公司,臺中市,設計專員,2003-01-21,2005-01-20,大學,8,"26,000 / 月",不推,"【福利不完善】
幾乎沒有福利，加班沒有加班費，家族經營小公司"
台積電,臺南市,製造課長,2008-01-21,2010-01-20,碩士,60,"2,800,000 / 年",推,"【薪資福利很好但生活品質不高】
步調很快，願意問的話也可以學到很多，但容易因為工作而犧牲生活"
城欣科技股份有限公司,臺北市,銷售人員,1900-01-20,1902-01-19,大學,8,"29,000 / 月",不推,"【實際工作內容】
當初應徵業務。

【公司 / 團隊文化】
一間老牌公司，口口聲聲說要轉型，但礙於該公司是家族企業,從總經理一直到品管都是自家人，關關相互，想要繼續走長久，很難，想要改變很難！！！

【薪資福利】
底薪：雖比一般業務業績都高，但是獎金制度部分，一改再改，一間店每個業務的獎金都是相同。

福利：沒有三節獎金，沒有額外加給。

加班：沒有給加班費，是靠補修來計算，如沒補休完據說到年底會給錢。

【公司管理方式】
責任制，爛
高層一心想要省錢，不懂得惜才。只會流失掉更多員工

【給公司的建議】
一間公司，如果要賺錢，首先要先懂得惜才，才會賺得了錢，一心想要苛刻員工薪水，想盡辦法壓縮員工薪水，基本上要想轉型根本就是天方夜譚。"
總成實業股份有限公司,彰化縣,實驗室-課員,2003-01-21,2005-01-20,大學,40,"312,000 / 年",推,"【工時狀況】
早八晚五

【實際工作內容】
執行運動鞋布材之物性測試 

【公司 / 團隊文化】
愈會拍馬屁愈容易升上去,看你不爽就給你調職搞你!

【薪資福利】
薪水低但高CP值

【公司管理方式】
沒客人沒大人時,主管帶頭打手遊"
力成科技股份有限公司,新竹市,半導體工程師,2003-01-21,2005-01-20,碩士,60,"880,000 / 年",不推,"【實際工作內容】
開會及寫報告時間一天就佔約8小時，實際做事的時間都是要留下加班做。而開會討論常常都是沒有結論的，所以通常開完會後還是沒什麼幫助還要自己去找廠商及各種資源解決難題。"
高明鐵企業股份有限公司,彰化縣,國外業務主管,2004-01-21,2006-01-20,大學,48,"48,000 / 月",不推,"【穩定工作】
不要有太多想法的話，穩定工作。如果想要賺更多，不建議在此發展。東西很多要學習，非常精實。
其他該有的福利大致都有，就是多寡的問題而已。有員工餐、停車場"
中華系統整合股份有限公司,臺北市,行政,2003-01-21,2005-01-20,,40,"33,000 / 月",,"【工作內容】
基本上就是業務助理的工作，要做很多業務交代的工作"
香港商瑞健科技股份有限公司,桃園市,機構工程師,2005-01-21,2007-01-21,大學,40,"42,000 / 月",推,"【工作狀況】
工作很閒~但也沒什麼可以學習的，裡面很多老人，能混則混的代表，也沒什麼技術，沒壓力適合養老的地方，但沒什麼發展性"
英穩達科技股份有限公司,桃園市,製程助理工程師,2007-01-21,2009-01-20,高中,60,"600,000 / 年",,"【實際工作內容】
異常機況處理、實驗協助"
VPON威朋大數據集團,臺北市,工程師,2008-01-21,2010-01-20,碩士,40,"1,200,000 / 年",推,"【以下純屬個人感受】

工程師團隊合作良好，氣氛歡樂，逢年過節或大型活動需on-call, 偶爾需加班處理，有加班費

RD資源相對比Data少，用的會是舊型最低階MacBook air, 測試機也不好申請，每年加薪幅度不算太高

決策層偏商務端，會裝忙沒實績的人反而得老闆器重，導致很多優秀的人才流失

福利部分假很多，偶爾可以remote, 其他的都要看老闆心情，狀況不好員工旅遊等會消失會變相訂難達成的條件讓大家少去"
上海商業儲蓄銀行股份有限公司,新北市,專員,1900-01-20,1902-01-19,碩士,45,"50,000 / 月",推,"【分行很重要】
分行很碰運氣，還好分到的分行人都不錯。福利在民營銀行算是很好的，有行儲。。"
真膳美饌,臺中市,外場服務生,2006-01-21,2008-01-21,國中,40,"24,000 / 月",不推,"【實際工作內容】
員工大部分人都滿好的，但有些主管很機車，而且後期還會拖欠我們薪水，最後資金不足時，還要佯裝我們刷卡機壞掉，要求客人付現金給我們"
美光,臺中市,品質工程師,1900-01-20,1902-01-19,碩士,40,"61,500 / 月",推,"【工時狀況】
每個人都有負責的project，如果個人能力好可以很準時下班，做不完的話偶爾需要加班，但通常不會到太晚

【公司管理方式】
目前沒什麼大問題，整體風氣還算不錯"
世鎧精密有限股份公司,苗栗縣,設備開發工程師,2012-01-21,2014-01-20,大學,40,"50,000 / 月",不推,"【設備兼產品開發】
設備工程師但須開發產品，好處只有好請假與人緣好相處
"
傑智環境科技股份有限公司,桃園市,設備工程師,2002-01-21,2004-01-21,大學,40,"46,000 / 月",推,"【很適合新人磨練】
很適合新人磨練,可以學到很多東西,但沒經驗的新人一開始薪水不高"
哈佛補習班,高雄市,文書處理,1900-01-20,1902-01-19,大學,21,"20,000 / 月",推,"【工作內容】
負責補習班電話 文書處理"
威強電工業電腦股份有限公司,新北市,業務管理師,2003-01-21,2005-01-20,碩士,42,"450,000 / 年",推,"【心得分享】
業務管理師基本上就是業務助理，我在業務部門待了快三年，其實整體工作氛圍都不錯，同事跟業務人都很好，有問題都可以發問討論，算是蠻友善的工作環境，其他常搭配的部門：運籌/產銷/生管的同事也都很友善！"
新鼎系統股份有限公司,臺北市,資深工程師,2010-01-21,2012-01-21,二專,45,"65,000 / 月",,"【軟體開發, 專案管理】
公司畢竟是工程公司, 現場工作的比例較重, 尤其是專案的中後期。有到國外出差的機會, 公司較傳統, 對軟體的業務及重視度比例不高。老員工很多。"
新光人壽保險股份有限公司,臺北市,帳務,1900-01-20,1902-01-19,大學,40,"350,000 / 年",推,"【工作內容】
同事人都很好，大方分享經驗，工作環境不錯，薪資福利待遇普通，若是想要學習經驗可以考慮，工作愉快，不加班"
匯宏科技股份有限公司,新北市,國外業務,2004-01-21,2006-01-20,碩士,40,"700,000 / 年",推,"【實際工作內容與壓力】
業務的工作還算龐大，因為大部分的業務都是由母公司致茂的業務推展，因為公司的人很少，所以業務要兼任Presales,FAE,PM,有時候還有採購的工作。"
台表科,桃園市,作業員,1900-01-20,1902-01-19,高中,48,"40,000 / 月",不推,"【加班】
加班要跟領班好才會有加班機會"
則和企業管理顧問有限公司,臺北市,日本商品銷售,1900-01-20,1902-01-19,大學,24,160 / 小時,推,"【老闆姐姐們 （ 在公司有職位的員工 ）】
人都很友善，不會罵人，講話也溫和。聽別的工讀生說，這家公司的人是他遇過最好的。

【工作內容】
包含：攤位佈置、客人詢問要回答、庫存盤點"
博報堂行效股份有限公司,臺北市,廣告AE業務人員,1900-01-20,1902-01-19,大學,50,"40,000 / 月",推,"【公司不錯 人事不太ok】
公司環境福利好 只是常加班 有部分老鳥仗勢生小圈子不做事經常說是非"
光旴科技股份有限公司,新北市,電子助理工程師,1900-01-20,1902-01-19,大學,48,"24,000 / 月",不推,"【工作內容:】
1. 電子電路設計、試作、驗證與確認。   
2. 線路板電路佈局設計，協助線路板發包製作與驗證承認作業。   
3. 零件材料規格選定與BOM建立。   
4. 測試治具設計製作與維護檢修。   
5. 產品測試驗證，編輯技術文件與規格數據。   
6. 其他主管交辦事項。"
光寶科技股份有限公司,臺南市,硬體測試工程師,2002-01-21,2004-01-21,碩士,40,"51,600 / 月",不推,"【實際工作內容】
ATE自動化測試"
維格餅家,新北市,導覽員,2002-01-21,2004-01-21,高職,9,"28,000 / 月",不推,"【實際工作內容】
什麼都要做，從帶團導覽參觀到DIY手作教室，偶爾還要幫忙包裝DIY商品，再到試吃銷售，買單結帳，然後還要打包裝箱，通通一人搞定的一條龍。還有業績壓力但又沒抽成，訂業績個毛啊，強迫一條龍的服務，26000底薪+2000一條龍獎金，真的完善用盡。過期商品還會偷改日期，真是沒良心。

【實際工作內容】
什麼都要做，從帶團導覽參觀到DIY手作教室，偶爾還要幫忙包裝DIY商品，再到試吃銷售，買單結帳，然後還要打包裝箱，通通一人搞定的一條龍。還有業績壓力但又沒抽成，訂業績個毛啊，強迫一條龍的服務，26000底薪+2000一條龍獎金，真的完善用盡。過期商品還會偷改日期，真是沒良心。"
正文科技,新竹縣,軟體工程師,2005-01-21,2007-01-21,碩士,50,"100,000 / 月",推,"【適合新手練功，工作壓力普通，但薪資成長幅度普通。】
軟體工程師，工作內容可以碰到很多東西，但都要自己學。
工作壓力不會太大，適合新手練功或是想要生活品質的人。

【工時狀況】
早上十點上班，晚上六點下班。

【公司管理方式】
責任制，無加班費，但事情基本上都可以在時間內完成。"
瑞傳科技股份有限公司,新北市,軟體工程師,2004-01-21,2006-01-20,碩士,40,"50,000 / 月",不推,"【覺得沒有很適合待】
覺得沒有很適合待"
宜果國際股份有限公司,臺中市,業務督導,1900-01-20,1902-01-19,大學,40,"50,000 / 月",不推,"【工作內容】
跑醫院跟藥局

【公司管理方式】
要看上面主管，只能說好的主管帶你上天堂，壞的主管叫你打地躺"
新加坡商惠普全球科技股份有限公司,臺北市,DEVELOPER,2002-01-21,2004-01-21,大學,40,"945,000 / 年",推,"【工作量】
不同部門差異可能會非常大，我的部門是成本單位，工作比較輕鬆，偶爾要晚上跟外國同事開會。"
鴻昌精密工業股份有限公司,新北市,作業員,1900-01-20,1902-01-19,高職,45,160 / 小時,推,"【實際工作情況】
產線組裝及包裝
可以學習蠻多的
就是冷氣不怎麼好使 
很熱需要多喝水"
凌巨科技股份有限公司,苗栗縣,人力資源副管理師人,2001-01-21,2003-01-21,大學,40,"30,000 / 月",推,"【工作內容】
教育訓練業務
主管交辦事項"
台灣圓點奈米技術股份有限公司,桃園市,機構工程師,2002-01-21,2004-01-21,碩士,40,"1,130,000 / 年",不推,"【公司待遇與現況】
公司去年很賺錢所以其實福利待遇滿不錯的，只是前主管都是同一個體系出身，都偏技術底對於管理並不怎麼下功夫，所以衍生出廢的人很廢，忙的人非常忙的現象。偏偏獎金又都是吃大鍋飯，對於努力的人來說完全不公平，適合想轉往產品面的人先來學習一些塑膠射出、量產思維等知識，學完之後如果沒有特別的升遷機會就可以再準備換。

【升遷制度】
沒有完整的升遷制度，績效考核只是最陽春的自評、課級主管評分、處級主管評分，而且還是不固定時間寫績效考核表。期待可以當主管的管道只有面主管職，或是上司出包被砍掉找人頂上去。

【給公司的建議】
不重做才是快，擴張的很快但是也需要專注在把經驗作傳承，不然人洗了一波又一波，很多KNOWHOW都跟著不見，後面的人來又得全部重新摸索一遍，等於是公司前面投資的時間跟成本都白費了。"
